Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
10.4329	leaf-4	0	104	FullDelay	0.00288	2880	1	2
10.5029	leaf-1	0	104	LastDelay	0.00288	2880	1	2
10.5029	leaf-1	0	104	FullDelay	0.00288	2880	1	2
10.5158	leaf-2	0	105	LastDelay	0.00576	5760	1	2
10.5158	leaf-2	0	105	FullDelay	0.00576	5760	1	2
10.5258	leaf-3	0	105	LastDelay	0.00576	5760	1	2
10.5258	leaf-3	0	105	FullDelay	0.00576	5760	1	2
10.5329	leaf-4	0	105	LastDelay	0.00288	2880	1	2
10.5329	leaf-4	0	105	FullDelay	0.00288	2880	1	2
10.6029	leaf-1	0	105	LastDelay	0.00288	2880	1	2
10.6029	leaf-1	0	105	FullDelay	0.00288	2880	1	2
10.6158	leaf-2	0	106	LastDelay	0.00576	5760	1	2
10.6158	leaf-2	0	106	FullDelay	0.00576	5760	1	2
10.6258	leaf-3	0	106	LastDelay	0.00576	5760	1	2
10.6258	leaf-3	0	106	FullDelay	0.00576	5760	1	2
10.6329	leaf-4	0	106	LastDelay	0.00288	2880	1	2
10.6329	leaf-4	0	106	FullDelay	0.00288	2880	1	2
10.7029	leaf-1	0	106	LastDelay	0.00288	2880	1	2
10.7029	leaf-1	0	106	FullDelay	0.00288	2880	1	2
10.7158	leaf-2	0	107	LastDelay	0.00576	5760	1	2
10.7158	leaf-2	0	107	FullDelay	0.00576	5760	1	2
10.7258	leaf-3	0	107	LastDelay	0.00576	5760	1	2
10.7258	leaf-3	0	107	FullDelay	0.00576	5760	1	2
10.7329	leaf-4	0	107	LastDelay	0.00288	2880	1	2
10.7329	leaf-4	0	107	FullDelay	0.00288	2880	1	2
10.8029	leaf-1	0	107	LastDelay	0.00288	2880	1	2
10.8029	leaf-1	0	107	FullDelay	0.00288	2880	1	2
10.8158	leaf-2	0	108	LastDelay	0.00576	5760	1	2
10.8158	leaf-2	0	108	FullDelay	0.00576	5760	1	2
10.8258	leaf-3	0	108	LastDelay	0.00576	5760	1	2
10.8258	leaf-3	0	108	FullDelay	0.00576	5760	1	2
10.8329	leaf-4	0	108	LastDelay	0.00288	2880	1	2
10.8329	leaf-4	0	108	FullDelay	0.00288	2880	1	2
10.9029	leaf-1	0	108	LastDelay	0.00288	2880	1	2
10.9029	leaf-1	0	108	FullDelay	0.00288	2880	1	2
10.9158	leaf-2	0	109	LastDelay	0.00576	5760	1	2
10.9158	leaf-2	0	109	FullDelay	0.00576	5760	1	2
10.9258	leaf-3	0	109	LastDelay	0.00576	5760	1	2
10.9258	leaf-3	0	109	FullDelay	0.00576	5760	1	2
10.9329	leaf-4	0	109	LastDelay	0.00288	2880	1	2
10.9329	leaf-4	0	109	FullDelay	0.00288	2880	1	2
11.0029	leaf-1	0	109	LastDelay	0.00288	2880	1	2
11.0029	leaf-1	0	109	FullDelay	0.00288	2880	1	2
11.0158	leaf-2	0	110	LastDelay	0.00576	5760	1	2
11.0158	leaf-2	0	110	FullDelay	0.00576	5760	1	2
11.0258	leaf-3	0	110	LastDelay	0.00576	5760	1	2
11.0258	leaf-3	0	110	FullDelay	0.00576	5760	1	2
11.0329	leaf-4	0	110	LastDelay	0.00288	2880	1	2
11.0329	leaf-4	0	110	FullDelay	0.00288	2880	1	2
11.1029	leaf-1	0	110	LastDelay	0.00288	2880	1	2
11.1029	leaf-1	0	110	FullDelay	0.00288	2880	1	2
11.1158	leaf-2	0	111	LastDelay	0.00576	5760	1	2
11.1158	leaf-2	0	111	FullDelay	0.00576	5760	1	2
11.1258	leaf-3	0	111	LastDelay	0.00576	5760	1	2
11.1258	leaf-3	0	111	FullDelay	0.00576	5760	1	2
11.1329	leaf-4	0	111	LastDelay	0.00288	2880	1	2
11.1329	leaf-4	0	111	FullDelay	0.00288	2880	1	2
11.2029	leaf-1	0	111	LastDelay	0.00288	2880	1	2
11.2029	leaf-1	0	111	FullDelay	0.00288	2880	1	2
11.2158	leaf-2	0	112	LastDelay	0.00576	5760	1	2
11.2158	leaf-2	0	112	FullDelay	0.00576	5760	1	2
11.2258	leaf-3	0	112	LastDelay	0.00576	5760	1	2
11.2258	leaf-3	0	112	FullDelay	0.00576	5760	1	2
11.2329	leaf-4	0	112	LastDelay	0.00288	2880	1	2
11.2329	leaf-4	0	112	FullDelay	0.00288	2880	1	2
11.3029	leaf-1	0	112	LastDelay	0.00288	2880	1	2
11.3029	leaf-1	0	112	FullDelay	0.00288	2880	1	2
11.3158	leaf-2	0	113	LastDelay	0.00576	5760	1	2
11.3158	leaf-2	0	113	FullDelay	0.00576	5760	1	2
11.3258	leaf-3	0	113	LastDelay	0.00576	5760	1	2
11.3258	leaf-3	0	113	FullDelay	0.00576	5760	1	2
11.3329	leaf-4	0	113	LastDelay	0.00288	2880	1	2
11.3329	leaf-4	0	113	FullDelay	0.00288	2880	1	2
11.4029	leaf-1	0	113	LastDelay	0.00288	2880	1	2
11.4029	leaf-1	0	113	FullDelay	0.00288	2880	1	2
11.4158	leaf-2	0	114	LastDelay	0.00576	5760	1	2
11.4158	leaf-2	0	114	FullDelay	0.00576	5760	1	2
11.4258	leaf-3	0	114	LastDelay	0.00576	5760	1	2
11.4258	leaf-3	0	114	FullDelay	0.00576	5760	1	2
11.4329	leaf-4	0	114	LastDelay	0.00288	2880	1	2
11.4329	leaf-4	0	114	FullDelay	0.00288	2880	1	2
11.5029	leaf-1	0	114	LastDelay	0.00288	2880	1	2
11.5029	leaf-1	0	114	FullDelay	0.00288	2880	1	2
11.5158	leaf-2	0	115	LastDelay	0.00576	5760	1	2
11.5158	leaf-2	0	115	FullDelay	0.00576	5760	1	2
11.5258	leaf-3	0	115	LastDelay	0.00576	5760	1	2
11.5258	leaf-3	0	115	FullDelay	0.00576	5760	1	2
11.5329	leaf-4	0	115	LastDelay	0.00288	2880	1	2
11.5329	leaf-4	0	115	FullDelay	0.00288	2880	1	2
11.6029	leaf-1	0	115	LastDelay	0.00288	2880	1	2
11.6029	leaf-1	0	115	FullDelay	0.00288	2880	1	2
11.6158	leaf-2	0	116	LastDelay	0.00576	5760	1	2
11.6158	leaf-2	0	116	FullDelay	0.00576	5760	1	2
11.6258	leaf-3	0	116	LastDelay	0.00576	5760	1	2
11.6258	leaf-3	0	116	FullDelay	0.00576	5760	1	2
11.6329	leaf-4	0	116	LastDelay	0.00288	2880	1	2
11.6329	leaf-4	0	116	FullDelay	0.00288	2880	1	2
11.7029	leaf-1	0	116	LastDelay	0.00288	2880	1	2
11.7029	leaf-1	0	116	FullDelay	0.00288	2880	1	2
11.7158	leaf-2	0	117	LastDelay	0.00576	5760	1	2
11.7158	leaf-2	0	117	FullDelay	0.00576	5760	1	2
11.7258	leaf-3	0	117	LastDelay	0.00576	5760	1	2
11.7258	leaf-3	0	117	FullDelay	0.00576	5760	1	2
11.7329	leaf-4	0	117	LastDelay	0.00288	2880	1	2
11.7329	leaf-4	0	117	FullDelay	0.00288	2880	1	2
11.8029	leaf-1	0	117	LastDelay	0.00288	2880	1	2
11.8029	leaf-1	0	117	FullDelay	0.00288	2880	1	2
11.8158	leaf-2	0	118	LastDelay	0.00576	5760	1	2
11.8158	leaf-2	0	118	FullDelay	0.00576	5760	1	2
11.8258	leaf-3	0	118	LastDelay	0.00576	5760	1	2
11.8258	leaf-3	0	118	FullDelay	0.00576	5760	1	2
11.8329	leaf-4	0	118	LastDelay	0.00288	2880	1	2
11.8329	leaf-4	0	118	FullDelay	0.00288	2880	1	2
11.9029	leaf-1	0	118	LastDelay	0.00288	2880	1	2
11.9029	leaf-1	0	118	FullDelay	0.00288	2880	1	2
11.9158	leaf-2	0	119	LastDelay	0.00576	5760	1	2
11.9158	leaf-2	0	119	FullDelay	0.00576	5760	1	2
11.9258	leaf-3	0	119	LastDelay	0.00576	5760	1	2
11.9258	leaf-3	0	119	FullDelay	0.00576	5760	1	2
11.9329	leaf-4	0	119	LastDelay	0.00288	2880	1	2
11.9329	leaf-4	0	119	FullDelay	0.00288	2880	1	2
12.0029	leaf-1	0	119	LastDelay	0.00288	2880	1	2
12.0029	leaf-1	0	119	FullDelay	0.00288	2880	1	2
12.0158	leaf-2	0	120	LastDelay	0.00576	5760	1	2
12.0158	leaf-2	0	120	FullDelay	0.00576	5760	1	2
12.0258	leaf-3	0	120	LastDelay	0.00576	5760	1	2
12.0258	leaf-3	0	120	FullDelay	0.00576	5760	1	2
12.0329	leaf-4	0	120	LastDelay	0.00288	2880	1	2
12.0329	leaf-4	0	120	FullDelay	0.00288	2880	1	2
12.1029	leaf-1	0	120	LastDelay	0.00288	2880	1	2
12.1029	leaf-1	0	120	FullDelay	0.00288	2880	1	2
12.1158	leaf-2	0	121	LastDelay	0.00576	5760	1	2
12.1158	leaf-2	0	121	FullDelay	0.00576	5760	1	2
12.1258	leaf-3	0	121	LastDelay	0.00576	5760	1	2
12.1258	leaf-3	0	121	FullDelay	0.00576	5760	1	2
12.1329	leaf-4	0	121	LastDelay	0.00288	2880	1	2
12.1329	leaf-4	0	121	FullDelay	0.00288	2880	1	2
12.2029	leaf-1	0	121	LastDelay	0.00288	2880	1	2
12.2029	leaf-1	0	121	FullDelay	0.00288	2880	1	2
12.2158	leaf-2	0	122	LastDelay	0.00576	5760	1	2
12.2158	leaf-2	0	122	FullDelay	0.00576	5760	1	2
12.2258	leaf-3	0	122	LastDelay	0.00576	5760	1	2
12.2258	leaf-3	0	122	FullDelay	0.00576	5760	1	2
12.2329	leaf-4	0	122	LastDelay	0.00288	2880	1	2
12.2329	leaf-4	0	122	FullDelay	0.00288	2880	1	2
12.3029	leaf-1	0	122	LastDelay	0.00288	2880	1	2
12.3029	leaf-1	0	122	FullDelay	0.00288	2880	1	2
12.3158	leaf-2	0	123	LastDelay	0.00576	5760	1	2
12.3158	leaf-2	0	123	FullDelay	0.00576	5760	1	2
12.3258	leaf-3	0	123	LastDelay	0.00576	5760	1	2
12.3258	leaf-3	0	123	FullDelay	0.00576	5760	1	2
12.3329	leaf-4	0	123	LastDelay	0.00288	2880	1	2
12.3329	leaf-4	0	123	FullDelay	0.00288	2880	1	2
12.4029	leaf-1	0	123	LastDelay	0.00288	2880	1	2
12.4029	leaf-1	0	123	FullDelay	0.00288	2880	1	2
12.4158	leaf-2	0	124	LastDelay	0.00576	5760	1	2
12.4158	leaf-2	0	124	FullDelay	0.00576	5760	1	2
12.4258	leaf-3	0	124	LastDelay	0.00576	5760	1	2
12.4258	leaf-3	0	124	FullDelay	0.00576	5760	1	2
12.4329	leaf-4	0	124	LastDelay	0.00288	2880	1	2
12.4329	leaf-4	0	124	FullDelay	0.00288	2880	1	2
12.5029	leaf-1	0	124	LastDelay	0.00288	2880	1	2
12.5029	leaf-1	0	124	FullDelay	0.00288	2880	1	2
12.5158	leaf-2	0	125	LastDelay	0.00576	5760	1	2
12.5158	leaf-2	0	125	FullDelay	0.00576	5760	1	2
12.5258	leaf-3	0	125	LastDelay	0.00576	5760	1	2
12.5258	leaf-3	0	125	FullDelay	0.00576	5760	1	2
12.5329	leaf-4	0	125	LastDelay	0.00288	2880	1	2
12.5329	leaf-4	0	125	FullDelay	0.00288	2880	1	2
12.6029	leaf-1	0	125	LastDelay	0.00288	2880	1	2
12.6029	leaf-1	0	125	FullDelay	0.00288	2880	1	2
12.6158	leaf-2	0	126	LastDelay	0.00576	5760	1	2
12.6158	leaf-2	0	126	FullDelay	0.00576	5760	1	2
12.6258	leaf-3	0	126	LastDelay	0.00576	5760	1	2
12.6258	leaf-3	0	126	FullDelay	0.00576	5760	1	2
12.6329	leaf-4	0	126	LastDelay	0.00288	2880	1	2
12.6329	leaf-4	0	126	FullDelay	0.00288	2880	1	2
12.7029	leaf-1	0	126	LastDelay	0.00288	2880	1	2
12.7029	leaf-1	0	126	FullDelay	0.00288	2880	1	2
12.7158	leaf-2	0	127	LastDelay	0.00576	5760	1	2
12.7158	leaf-2	0	127	FullDelay	0.00576	5760	1	2
12.7258	leaf-3	0	127	LastDelay	0.00576	5760	1	2
12.7258	leaf-3	0	127	FullDelay	0.00576	5760	1	2
12.7329	leaf-4	0	127	LastDelay	0.00288	2880	1	2
12.7329	leaf-4	0	127	FullDelay	0.00288	2880	1	2
12.8029	leaf-1	0	127	LastDelay	0.00288	2880	1	2
12.8029	leaf-1	0	127	FullDelay	0.00288	2880	1	2
12.8158	leaf-2	0	128	LastDelay	0.00576	5760	1	2
12.8158	leaf-2	0	128	FullDelay	0.00576	5760	1	2
12.8258	leaf-3	0	128	LastDelay	0.00576	5760	1	2
12.8258	leaf-3	0	128	FullDelay	0.00576	5760	1	2
12.8329	leaf-4	0	128	LastDelay	0.00288	2880	1	2
12.8329	leaf-4	0	128	FullDelay	0.00288	2880	1	2
12.9029	leaf-1	0	128	LastDelay	0.00288	2880	1	2
12.9029	leaf-1	0	128	FullDelay	0.00288	2880	1	2
12.9158	leaf-2	0	129	LastDelay	0.00576	5760	1	2
12.9158	leaf-2	0	129	FullDelay	0.00576	5760	1	2
12.9258	leaf-3	0	129	LastDelay	0.00576	5760	1	2
12.9258	leaf-3	0	129	FullDelay	0.00576	5760	1	2
12.9329	leaf-4	0	129	LastDelay	0.00288	2880	1	2
12.9329	leaf-4	0	129	FullDelay	0.00288	2880	1	2
13.0029	leaf-1	0	129	LastDelay	0.00288	2880	1	2
13.0029	leaf-1	0	129	FullDelay	0.00288	2880	1	2
13.0158	leaf-2	0	130	LastDelay	0.00576	5760	1	2
13.0158	leaf-2	0	130	FullDelay	0.00576	5760	1	2
13.0258	leaf-3	0	130	LastDelay	0.00576	5760	1	2
13.0258	leaf-3	0	130	FullDelay	0.00576	5760	1	2
13.0329	leaf-4	0	130	LastDelay	0.00288	2880	1	2
13.0329	leaf-4	0	130	FullDelay	0.00288	2880	1	2
13.1029	leaf-1	0	130	LastDelay	0.00288	2880	1	2
13.1029	leaf-1	0	130	FullDelay	0.00288	2880	1	2
13.1158	leaf-2	0	131	LastDelay	0.00576	5760	1	2
13.1158	leaf-2	0	131	FullDelay	0.00576	5760	1	2
13.1258	leaf-3	0	131	LastDelay	0.00576	5760	1	2
13.1258	leaf-3	0	131	FullDelay	0.00576	5760	1	2
13.1329	leaf-4	0	131	LastDelay	0.00288	2880	1	2
13.1329	leaf-4	0	131	FullDelay	0.00288	2880	1	2
13.2029	leaf-1	0	131	LastDelay	0.00288	2880	1	2
13.2029	leaf-1	0	131	FullDelay	0.00288	2880	1	2
13.2158	leaf-2	0	132	LastDelay	0.00576	5760	1	2
13.2158	leaf-2	0	132	FullDelay	0.00576	5760	1	2
13.2258	leaf-3	0	132	LastDelay	0.00576	5760	1	2
13.2258	leaf-3	0	132	FullDelay	0.00576	5760	1	2
13.2329	leaf-4	0	132	LastDelay	0.00288	2880	1	2
13.2329	leaf-4	0	132	FullDelay	0.00288	2880	1	2
13.3029	leaf-1	0	132	LastDelay	0.00288	2880	1	2
13.3029	leaf-1	0	132	FullDelay	0.00288	2880	1	2
13.3158	leaf-2	0	133	LastDelay	0.00576	5760	1	2
13.3158	leaf-2	0	133	FullDelay	0.00576	5760	1	2
13.3258	leaf-3	0	133	LastDelay	0.00576	5760	1	2
13.3258	leaf-3	0	133	FullDelay	0.00576	5760	1	2
13.3329	leaf-4	0	133	LastDelay	0.00288	2880	1	2
13.3329	leaf-4	0	133	FullDelay	0.00288	2880	1	2
13.4029	leaf-1	0	133	LastDelay	0.00288	2880	1	2
13.4029	leaf-1	0	133	FullDelay	0.00288	2880	1	2
13.4158	leaf-2	0	134	LastDelay	0.00576	5760	1	2
13.4158	leaf-2	0	134	FullDelay	0.00576	5760	1	2
13.4258	leaf-3	0	134	LastDelay	0.00576	5760	1	2
13.4258	leaf-3	0	134	FullDelay	0.00576	5760	1	2
13.4329	leaf-4	0	134	LastDelay	0.00288	2880	1	2
13.4329	leaf-4	0	134	FullDelay	0.00288	2880	1	2
13.5029	leaf-1	0	134	LastDelay	0.00288	2880	1	2
13.5029	leaf-1	0	134	FullDelay	0.00288	2880	1	2
13.5158	leaf-2	0	135	LastDelay	0.00576	5760	1	2
13.5158	leaf-2	0	135	FullDelay	0.00576	5760	1	2
13.5258	leaf-3	0	135	LastDelay	0.00576	5760	1	2
13.5258	leaf-3	0	135	FullDelay	0.00576	5760	1	2
13.5329	leaf-4	0	135	LastDelay	0.00288	2880	1	2
13.5329	leaf-4	0	135	FullDelay	0.00288	2880	1	2
13.6029	leaf-1	0	135	LastDelay	0.00288	2880	1	2
13.6029	leaf-1	0	135	FullDelay	0.00288	2880	1	2
13.6158	leaf-2	0	136	LastDelay	0.00576	5760	1	2
13.6158	leaf-2	0	136	FullDelay	0.00576	5760	1	2
13.6258	leaf-3	0	136	LastDelay	0.00576	5760	1	2
13.6258	leaf-3	0	136	FullDelay	0.00576	5760	1	2
13.6329	leaf-4	0	136	LastDelay	0.00288	2880	1	2
13.6329	leaf-4	0	136	FullDelay	0.00288	2880	1	2
13.7029	leaf-1	0	136	LastDelay	0.00288	2880	1	2
13.7029	leaf-1	0	136	FullDelay	0.00288	2880	1	2
13.7158	leaf-2	0	137	LastDelay	0.00576	5760	1	2
13.7158	leaf-2	0	137	FullDelay	0.00576	5760	1	2
13.7258	leaf-3	0	137	LastDelay	0.00576	5760	1	2
13.7258	leaf-3	0	137	FullDelay	0.00576	5760	1	2
13.7329	leaf-4	0	137	LastDelay	0.00288	2880	1	2
13.7329	leaf-4	0	137	FullDelay	0.00288	2880	1	2
13.8029	leaf-1	0	137	LastDelay	0.00288	2880	1	2
13.8029	leaf-1	0	137	FullDelay	0.00288	2880	1	2
13.8158	leaf-2	0	138	LastDelay	0.00576	5760	1	2
13.8158	leaf-2	0	138	FullDelay	0.00576	5760	1	2
13.8258	leaf-3	0	138	LastDelay	0.00576	5760	1	2
13.8258	leaf-3	0	138	FullDelay	0.00576	5760	1	2
13.8329	leaf-4	0	138	LastDelay	0.00288	2880	1	2
13.8329	leaf-4	0	138	FullDelay	0.00288	2880	1	2
13.9029	leaf-1	0	138	LastDelay	0.00288	2880	1	2
13.9029	leaf-1	0	138	FullDelay	0.00288	2880	1	2
13.9158	leaf-2	0	139	LastDelay	0.00576	5760	1	2
13.9158	leaf-2	0	139	FullDelay	0.00576	5760	1	2
13.9258	leaf-3	0	139	LastDelay	0.00576	5760	1	2
13.9258	leaf-3	0	139	FullDelay	0.00576	5760	1	2
13.9329	leaf-4	0	139	LastDelay	0.00288	2880	1	2
13.9329	leaf-4	0	139	FullDelay	0.00288	2880	1	2
14.0029	leaf-1	0	139	LastDelay	0.00288	2880	1	2
14.0029	leaf-1	0	139	FullDelay	0.00288	2880	1	2
14.0158	leaf-2	0	140	LastDelay	0.00576	5760	1	2
14.0158	leaf-2	0	140	FullDelay	0.00576	5760	1	2
14.0258	leaf-3	0	140	LastDelay	0.00576	5760	1	2
14.0258	leaf-3	0	140	FullDelay	0.00576	5760	1	2
14.0329	leaf-4	0	140	LastDelay	0.00288	2880	1	2
14.0329	leaf-4	0	140	FullDelay	0.00288	2880	1	2
14.1029	leaf-1	0	140	LastDelay	0.00288	2880	1	2
14.1029	leaf-1	0	140	FullDelay	0.00288	2880	1	2
14.1158	leaf-2	0	141	LastDelay	0.00576	5760	1	2
14.1158	leaf-2	0	141	FullDelay	0.00576	5760	1	2
14.1258	leaf-3	0	141	LastDelay	0.00576	5760	1	2
14.1258	leaf-3	0	141	FullDelay	0.00576	5760	1	2
14.1329	leaf-4	0	141	LastDelay	0.00288	2880	1	2
14.1329	leaf-4	0	141	FullDelay	0.00288	2880	1	2
14.2029	leaf-1	0	141	LastDelay	0.00288	2880	1	2
14.2029	leaf-1	0	141	FullDelay	0.00288	2880	1	2
14.2158	leaf-2	0	142	LastDelay	0.00576	5760	1	2
14.2158	leaf-2	0	142	FullDelay	0.00576	5760	1	2
14.2258	leaf-3	0	142	LastDelay	0.00576	5760	1	2
14.2258	leaf-3	0	142	FullDelay	0.00576	5760	1	2
14.2329	leaf-4	0	142	LastDelay	0.00288	2880	1	2
14.2329	leaf-4	0	142	FullDelay	0.00288	2880	1	2
14.3029	leaf-1	0	142	LastDelay	0.00288	2880	1	2
14.3029	leaf-1	0	142	FullDelay	0.00288	2880	1	2
14.3158	leaf-2	0	143	LastDelay	0.00576	5760	1	2
14.3158	leaf-2	0	143	FullDelay	0.00576	5760	1	2
14.3258	leaf-3	0	143	LastDelay	0.00576	5760	1	2
14.3258	leaf-3	0	143	FullDelay	0.00576	5760	1	2
14.3329	leaf-4	0	143	LastDelay	0.00288	2880	1	2
14.3329	leaf-4	0	143	FullDelay	0.00288	2880	1	2
14.4029	leaf-1	0	143	LastDelay	0.00288	2880	1	2
14.4029	leaf-1	0	143	FullDelay	0.00288	2880	1	2
14.4158	leaf-2	0	144	LastDelay	0.00576	5760	1	2
14.4158	leaf-2	0	144	FullDelay	0.00576	5760	1	2
14.4258	leaf-3	0	144	LastDelay	0.00576	5760	1	2
14.4258	leaf-3	0	144	FullDelay	0.00576	5760	1	2
14.4329	leaf-4	0	144	LastDelay	0.00288	2880	1	2
14.4329	leaf-4	0	144	FullDelay	0.00288	2880	1	2
14.5029	leaf-1	0	144	LastDelay	0.00288	2880	1	2
14.5029	leaf-1	0	144	FullDelay	0.00288	2880	1	2
14.5158	leaf-2	0	145	LastDelay	0.00576	5760	1	2
14.5158	leaf-2	0	145	FullDelay	0.00576	5760	1	2
14.5258	leaf-3	0	145	LastDelay	0.00576	5760	1	2
14.5258	leaf-3	0	145	FullDelay	0.00576	5760	1	2
14.5329	leaf-4	0	145	LastDelay	0.00288	2880	1	2
14.5329	leaf-4	0	145	FullDelay	0.00288	2880	1	2
14.6029	leaf-1	0	145	LastDelay	0.00288	2880	1	2
14.6029	leaf-1	0	145	FullDelay	0.00288	2880	1	2
14.6158	leaf-2	0	146	LastDelay	0.00576	5760	1	2
14.6158	leaf-2	0	146	FullDelay	0.00576	5760	1	2
14.6258	leaf-3	0	146	LastDelay	0.00576	5760	1	2
14.6258	leaf-3	0	146	FullDelay	0.00576	5760	1	2
14.6329	leaf-4	0	146	LastDelay	0.00288	2880	1	2
14.6329	leaf-4	0	146	FullDelay	0.00288	2880	1	2
14.7029	leaf-1	0	146	LastDelay	0.00288	2880	1	2
14.7029	leaf-1	0	146	FullDelay	0.00288	2880	1	2
14.7158	leaf-2	0	147	LastDelay	0.00576	5760	1	2
14.7158	leaf-2	0	147	FullDelay	0.00576	5760	1	2
14.7258	leaf-3	0	147	LastDelay	0.00576	5760	1	2
14.7258	leaf-3	0	147	FullDelay	0.00576	5760	1	2
14.7329	leaf-4	0	147	LastDelay	0.00288	2880	1	2
14.7329	leaf-4	0	147	FullDelay	0.00288	2880	1	2
14.8029	leaf-1	0	147	LastDelay	0.00288	2880	1	2
14.8029	leaf-1	0	147	FullDelay	0.00288	2880	1	2
14.8158	leaf-2	0	148	LastDelay	0.00576	5760	1	2
14.8158	leaf-2	0	148	FullDelay	0.00576	5760	1	2
14.8258	leaf-3	0	148	LastDelay	0.00576	5760	1	2
14.8258	leaf-3	0	148	FullDelay	0.00576	5760	1	2
14.8329	leaf-4	0	148	LastDelay	0.00288	2880	1	2
14.8329	leaf-4	0	148	FullDelay	0.00288	2880	1	2
14.9029	leaf-1	0	148	LastDelay	0.00288	2880	1	2
14.9029	leaf-1	0	148	FullDelay	0.00288	2880	1	2
14.9158	leaf-2	0	149	LastDelay	0.00576	5760	1	2
14.9158	leaf-2	0	149	FullDelay	0.00576	5760	1	2
14.9258	leaf-3	0	149	LastDelay	0.00576	5760	1	2
14.9258	leaf-3	0	149	FullDelay	0.00576	5760	1	2
14.9329	leaf-4	0	149	LastDelay	0.00288	2880	1	2
14.9329	leaf-4	0	149	FullDelay	0.00288	2880	1	2
15.0029	leaf-1	0	149	LastDelay	0.00288	2880	1	2
15.0029	leaf-1	0	149	FullDelay	0.00288	2880	1	2
15.0158	leaf-2	0	150	LastDelay	0.00576	5760	1	2
15.0158	leaf-2	0	150	FullDelay	0.00576	5760	1	2
15.0258	leaf-3	0	150	LastDelay	0.00576	5760	1	2
15.0258	leaf-3	0	150	FullDelay	0.00576	5760	1	2
15.0329	leaf-4	0	150	LastDelay	0.00288	2880	1	2
15.0329	leaf-4	0	150	FullDelay	0.00288	2880	1	2
15.1029	leaf-1	0	150	LastDelay	0.00288	2880	1	2
15.1029	leaf-1	0	150	FullDelay	0.00288	2880	1	2
15.1158	leaf-2	0	151	LastDelay	0.00576	5760	1	2
15.1158	leaf-2	0	151	FullDelay	0.00576	5760	1	2
15.1258	leaf-3	0	151	LastDelay	0.00576	5760	1	2
15.1258	leaf-3	0	151	FullDelay	0.00576	5760	1	2
15.1329	leaf-4	0	151	LastDelay	0.00288	2880	1	2
15.1329	leaf-4	0	151	FullDelay	0.00288	2880	1	2
15.2029	leaf-1	0	151	LastDelay	0.00288	2880	1	2
15.2029	leaf-1	0	151	FullDelay	0.00288	2880	1	2
15.2158	leaf-2	0	152	LastDelay	0.00576	5760	1	2
15.2158	leaf-2	0	152	FullDelay	0.00576	5760	1	2
15.2258	leaf-3	0	152	LastDelay	0.00576	5760	1	2
15.2258	leaf-3	0	152	FullDelay	0.00576	5760	1	2
15.2329	leaf-4	0	152	LastDelay	0.00288	2880	1	2
15.2329	leaf-4	0	152	FullDelay	0.00288	2880	1	2
15.3029	leaf-1	0	152	LastDelay	0.00288	2880	1	2
15.3029	leaf-1	0	152	FullDelay	0.00288	2880	1	2
15.3158	leaf-2	0	153	LastDelay	0.00576	5760	1	2
15.3158	leaf-2	0	153	FullDelay	0.00576	5760	1	2
15.3258	leaf-3	0	153	LastDelay	0.00576	5760	1	2
15.3258	leaf-3	0	153	FullDelay	0.00576	5760	1	2
15.3329	leaf-4	0	153	LastDelay	0.00288	2880	1	2
15.3329	leaf-4	0	153	FullDelay	0.00288	2880	1	2
15.4029	leaf-1	0	153	LastDelay	0.00288	2880	1	2
15.4029	leaf-1	0	153	FullDelay	0.00288	2880	1	2
15.4158	leaf-2	0	154	LastDelay	0.00576	5760	1	2
15.4158	leaf-2	0	154	FullDelay	0.00576	5760	1	2
15.4258	leaf-3	0	154	LastDelay	0.00576	5760	1	2
15.4258	leaf-3	0	154	FullDelay	0.00576	5760	1	2
15.4329	leaf-4	0	154	LastDelay	0.00288	2880	1	2
15.4329	leaf-4	0	154	FullDelay	0.00288	2880	1	2
15.5029	leaf-1	0	154	LastDelay	0.00288	2880	1	2
15.5029	leaf-1	0	154	FullDelay	0.00288	2880	1	2
15.5158	leaf-2	0	155	LastDelay	0.00576	5760	1	2
15.5158	leaf-2	0	155	FullDelay	0.00576	5760	1	2
15.5258	leaf-3	0	155	LastDelay	0.00576	5760	1	2
15.5258	leaf-3	0	155	FullDelay	0.00576	5760	1	2
15.5329	leaf-4	0	155	LastDelay	0.00288	2880	1	2
15.5329	leaf-4	0	155	FullDelay	0.00288	2880	1	2
15.6029	leaf-1	0	155	LastDelay	0.00288	2880	1	2
15.6029	leaf-1	0	155	FullDelay	0.00288	2880	1	2
15.6158	leaf-2	0	156	LastDelay	0.00576	5760	1	2
15.6158	leaf-2	0	156	FullDelay	0.00576	5760	1	2
15.6258	leaf-3	0	156	LastDelay	0.00576	5760	1	2
15.6258	leaf-3	0	156	FullDelay	0.00576	5760	1	2
15.6329	leaf-4	0	156	LastDelay	0.00288	2880	1	2
15.6329	leaf-4	0	156	FullDelay	0.00288	2880	1	2
15.7029	leaf-1	0	156	LastDelay	0.00288	2880	1	2
15.7029	leaf-1	0	156	FullDelay	0.00288	2880	1	2
15.7158	leaf-2	0	157	LastDelay	0.00576	5760	1	2
15.7158	leaf-2	0	157	FullDelay	0.00576	5760	1	2
15.7258	leaf-3	0	157	LastDelay	0.00576	5760	1	2
15.7258	leaf-3	0	157	FullDelay	0.00576	5760	1	2
